	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Total number correct	Total number incorrect	Youden Index
utahontario1_KEGG_MAPK_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7146304675716441	0.7096774193548387	0.3145161290322581	0.024193548387096864	25	0.29032258064516125	31.0	17.0	14.0	93.0	71.0	22.0	39.0	17.0	22.0	85.0	71.0	14.0	0.25	0.5483870967741935	0.45161290322580644	0.75	0.7634408602150538	0.23655913978494625	0.31451612903225806	0.4358974358974359	0.5641025641025641	0.6854838709677419	0.8352941176470589	0.16470588235294117	88	36	0.27119155354449465
utahontario1_KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG_weka_svm_weights_r_svm_rbf	0.6354515050167224	0.6388888888888888	0.36111111111111116	0.0	24	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG_weka_svm_weights_r_svm_rbf_Training_Data	0.48265460030165913	0.6774193548387096	0.3145161290322581	-0.008064516129032251	24	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario1_KEGG_MEASLES_weka_svm_weights_r_svm_rbf	0.6822742474916388	0.6388888888888888	0.36111111111111116	0.0	100	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_MEASLES_weka_svm_weights_r_svm_rbf_Training_Data	0.6571644042232277	0.6774193548387096	0.3145161290322581	-0.008064516129032251	100	0.32258064516129037	5.0	2.0	3.0	119.0	82.0	37.0	39.0	2.0	37.0	85.0	82.0	3.0	0.04032258064516129	0.4	0.6	0.9596774193548387	0.6890756302521008	0.31092436974789917	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9647058823529412	0.03529411764705882	84	40	0.0159879336349924
utahontario1_KEGG_MELANOGENESIS_weka_svm_weights_r_svm_rbf	0.5518394648829431	0.6111111111111112	0.36111111111111116	-0.02777777777777768	50	0.38888888888888884	9.0	4.0	5.0	27.0	18.0	9.0	13.0	4.0	9.0	23.0	18.0	5.0	0.25	0.4444444444444444	0.5555555555555556	0.75	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.782608695652174	0.21739130434782608	22	14	0.09030100334448177
utahontario1_KEGG_MELANOGENESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.7348416289592761	0.7741935483870968	0.3145161290322581	0.08870967741935487	25	0.22580645161290325	25.0	18.0	7.0	99.0	78.0	21.0	39.0	18.0	21.0	85.0	78.0	7.0	0.20161290322580644	0.72	0.28	0.7983870967741935	0.7878787878787878	0.21212121212121213	0.31451612903225806	0.46153846153846156	0.5384615384615384	0.6854838709677419	0.9176470588235294	0.08235294117647059	96	28	0.37918552036199094
utahontario1_KEGG_MELANOMA_weka_svm_weights_r_svm_rbf	0.6387959866220736	0.6666666666666666	0.36111111111111116	0.02777777777777779	25	0.33333333333333337	1.0	1.0	0.0	35.0	23.0	12.0	13.0	1.0	12.0	23.0	23.0	0.0	0.027777777777777776	1.0	0.0	0.9722222222222222	0.6571428571428571	0.34285714285714286	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	1.0	0.0	24	12	0.07692307692307687
utahontario1_KEGG_MELANOMA_weka_svm_weights_r_svm_rbf_Training_Data	0.669683257918552	0.6935483870967742	0.3145161290322581	0.008064516129032362	50	0.30645161290322576	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	86	38	0.09502262443438925
utahontario1_KEGG_METABOLIC_PATHWAYS_weka_svm_weights_r_svm_rbf	0.6220735785953178	0.7222222222222222	0.36111111111111116	0.08333333333333337	75	0.2777777777777778	9.0	6.0	3.0	27.0	20.0	7.0	13.0	6.0	7.0	23.0	20.0	3.0	0.25	0.6666666666666666	0.3333333333333333	0.75	0.7407407407407407	0.25925925925925924	0.3611111111111111	0.46153846153846156	0.5384615384615384	0.6388888888888888	0.8695652173913043	0.13043478260869565	26	10	0.3311036789297659
utahontario1_KEGG_METABOLIC_PATHWAYS_weka_svm_weights_r_svm_rbf_Training_Data	0.7013574660633484	0.6612903225806451	0.3145161290322581	-0.024193548387096753	275	0.33870967741935487	39.0	18.0	21.0	85.0	64.0	21.0	39.0	18.0	21.0	85.0	64.0	21.0	0.31451612903225806	0.46153846153846156	0.5384615384615384	0.6854838709677419	0.7529411764705882	0.24705882352941178	0.31451612903225806	0.46153846153846156	0.5384615384615384	0.6854838709677419	0.7529411764705882	0.24705882352941178	82	42	0.2144796380090499
utahontario1_KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450_weka_svm_weights_r_svm_rbf	0.5150501672240803	0.6388888888888888	0.36111111111111116	0.0	50	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450_weka_svm_weights_r_svm_rbf_Training_Data	0.5203619909502264	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	83	41	0.004223227752639502
utahontario1_KEGG_MINERAL_ABSORPTION_weka_svm_weights_r_svm_rbf	0.4983277591973244	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	22	14	-0.04347826086956519
utahontario1_KEGG_MINERAL_ABSORPTION_weka_svm_weights_r_svm_rbf_Training_Data	0.5595776772247361	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	10.0	4.0	6.0	114.0	79.0	35.0	39.0	4.0	35.0	85.0	79.0	6.0	0.08064516129032258	0.4	0.6	0.9193548387096774	0.6929824561403509	0.30701754385964913	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9294117647058824	0.07058823529411765	83	41	0.031975867269985025
utahontario1_KEGG_MISMATCH_REPAIR_weka_svm_weights_r_svm_rbf	0.47157190635451507	0.6388888888888888	0.36111111111111116	0.0	22	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_MISMATCH_REPAIR_weka_svm_weights_r_svm_rbf_Training_Data	0.582503770739065	0.6532258064516129	0.3145161290322581	-0.032258064516129004	22	0.3467741935483871	4.0	0.0	4.0	120.0	81.0	39.0	39.0	0.0	39.0	85.0	81.0	4.0	0.03225806451612903	0.0	1.0	0.967741935483871	0.675	0.325	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9529411764705882	0.047058823529411764	81	43	-0.04705882352941182
utahontario1_KEGG_MRNA_SURVEILLANCE_PATHWAY_weka_svm_weights_r_svm_rbf	0.5852842809364549	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	3.0	1.0	2.0	33.0	21.0	12.0	13.0	1.0	12.0	23.0	21.0	2.0	0.08333333333333333	0.3333333333333333	0.6666666666666666	0.9166666666666666	0.6363636363636364	0.36363636363636365	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9130434782608695	0.08695652173913043	22	14	-0.010033444816053505
utahontario1_KEGG_MRNA_SURVEILLANCE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6452488687782806	0.6774193548387096	0.3145161290322581	-0.008064516129032251	50	0.32258064516129037	5.0	2.0	3.0	119.0	82.0	37.0	39.0	2.0	37.0	85.0	82.0	3.0	0.04032258064516129	0.4	0.6	0.9596774193548387	0.6890756302521008	0.31092436974789917	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9647058823529412	0.03529411764705882	84	40	0.0159879336349924
utahontario1_KEGG_MTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.5050167224080268	0.5833333333333334	0.36111111111111116	-0.05555555555555547	25	0.41666666666666663	2.0	0.0	2.0	34.0	21.0	13.0	13.0	0.0	13.0	23.0	21.0	2.0	0.05555555555555555	0.0	1.0	0.9444444444444444	0.6176470588235294	0.38235294117647056	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9130434782608695	0.08695652173913043	21	15	-0.08695652173913049
utahontario1_KEGG_MTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6892911010558069	0.6854838709677419	0.3145161290322581	0.0	50	0.3145161290322581	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	85	39	0.041628959276018174
utahontario1_KEGG_MUCIN_TYPE_O_GLYCAN_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.5418060200668896	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_MUCIN_TYPE_O_GLYCAN_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.5565610859728507	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario1_KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY_weka_svm_weights_r_svm_rbf	0.6688963210702341	0.6666666666666666	0.36111111111111116	0.02777777777777779	50	0.33333333333333337	3.0	2.0	1.0	33.0	22.0	11.0	13.0	2.0	11.0	23.0	22.0	1.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.9166666666666666	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9565217391304348	0.043478260869565216	24	12	0.11036789297658878
utahontario1_KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY_weka_svm_weights_r_svm_rbf_Training_Data	0.6259426847662142	0.7096774193548387	0.3145161290322581	0.024193548387096864	75	0.29032258064516125	9.0	6.0	3.0	115.0	82.0	33.0	39.0	6.0	33.0	85.0	82.0	3.0	0.07258064516129033	0.6666666666666666	0.3333333333333333	0.9274193548387096	0.7130434782608696	0.28695652173913044	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9647058823529412	0.03529411764705882	88	36	0.11855203619909505
utahontario1_KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION_weka_svm_weights_r_svm_rbf	0.49163879598662213	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION_weka_svm_weights_r_svm_rbf_Training_Data	0.5779788838612369	0.6612903225806451	0.3145161290322581	-0.024193548387096753	200	0.33870967741935487	9.0	3.0	6.0	115.0	79.0	36.0	39.0	3.0	36.0	85.0	79.0	6.0	0.07258064516129033	0.3333333333333333	0.6666666666666666	0.9274193548387096	0.6869565217391305	0.3130434782608696	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9294117647058824	0.07058823529411765	82	42	0.0063348416289592535
utahontario1_KEGG_NEUROTROPHIN_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6053511705685619	0.5833333333333334	0.36111111111111116	-0.05555555555555547	50	0.41666666666666663	10.0	4.0	6.0	26.0	17.0	9.0	13.0	4.0	9.0	23.0	17.0	6.0	0.2777777777777778	0.4	0.6	0.7222222222222222	0.6538461538461539	0.34615384615384615	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.7391304347826086	0.2608695652173913	21	15	0.04682274247491636
utahontario1_KEGG_NEUROTROPHIN_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.694419306184012	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	22.0	10.0	12.0	102.0	73.0	29.0	39.0	10.0	29.0	85.0	73.0	12.0	0.1774193548387097	0.45454545454545453	0.5454545454545454	0.8225806451612904	0.7156862745098039	0.28431372549019607	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.8588235294117647	0.1411764705882353	83	41	0.11523378582202115
utahontario1_KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6755852842809364	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.4947209653092006	0.7016129032258065	0.3145161290322581	0.016129032258064613	25	0.2983870967741935	2.0	2.0	0.0	122.0	85.0	37.0	39.0	2.0	37.0	85.0	85.0	0.0	0.016129032258064516	1.0	0.0	0.9838709677419355	0.6967213114754098	0.30327868852459017	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	1.0	0.0	87	37	0.05128205128205132
utahontario1_KEGG_NITROGEN_METABOLISM_weka_svm_weights_r_svm_rbf	0.6220735785953178	0.6388888888888888	0.36111111111111116	0.0	23	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_NITROGEN_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.36380090497737555	0.6854838709677419	0.3145161290322581	0.0	23	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario1_KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6053511705685619	0.6388888888888888	0.36111111111111116	0.0	50	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5517345399698341	0.6774193548387096	0.3145161290322581	-0.008064516129032251	50	0.32258064516129037	3.0	1.0	2.0	121.0	83.0	38.0	39.0	1.0	38.0	85.0	83.0	2.0	0.024193548387096774	0.3333333333333333	0.6666666666666666	0.9758064516129032	0.6859504132231405	0.3140495867768595	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9764705882352941	0.023529411764705882	84	40	0.002111613876319751
utahontario1_KEGG_NON_HOMOLOGOUS_END_JOINING_weka_svm_weights_r_svm_rbf	0.36454849498327757	0.6388888888888888	0.36111111111111116	0.0	13	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_NON_HOMOLOGOUS_END_JOINING_weka_svm_weights_r_svm_rbf_Training_Data	0.4003016591251886	0.6854838709677419	0.3145161290322581	0.0	13	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario1_KEGG_NON_SMALL_CELL_LUNG_CANCER_weka_svm_weights_r_svm_rbf	0.6053511705685619	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_NON_SMALL_CELL_LUNG_CANCER_weka_svm_weights_r_svm_rbf_Training_Data	0.6238310708898945	0.6693548387096774	0.3145161290322581	-0.016129032258064502	50	0.3306451612903226	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	83	41	-0.009653092006033148
utahontario1_KEGG_NOTCH_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6588628762541806	0.6666666666666666	0.36111111111111116	0.02777777777777779	25	0.33333333333333337	9.0	5.0	4.0	27.0	19.0	8.0	13.0	5.0	8.0	23.0	19.0	4.0	0.25	0.5555555555555556	0.4444444444444444	0.75	0.7037037037037037	0.2962962962962963	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.8260869565217391	0.17391304347826086	24	12	0.21070234113712383
utahontario1_KEGG_NOTCH_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7016591251885369	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	22.0	11.0	11.0	102.0	74.0	28.0	39.0	11.0	28.0	85.0	74.0	11.0	0.1774193548387097	0.5	0.5	0.8225806451612904	0.7254901960784313	0.27450980392156865	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.8705882352941177	0.12941176470588237	85	39	0.1526395173453996
utahontario1_KEGG_NUCLEOTIDE_EXCISION_REPAIR_weka_svm_weights_r_svm_rbf	0.5919732441471572	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_NUCLEOTIDE_EXCISION_REPAIR_weka_svm_weights_r_svm_rbf_Training_Data	0.6428355957767723	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	12.0	6.0	6.0	112.0	79.0	33.0	39.0	6.0	33.0	85.0	79.0	6.0	0.0967741935483871	0.5	0.5	0.9032258064516129	0.7053571428571429	0.29464285714285715	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9294117647058824	0.07058823529411765	85	39	0.08325791855203635
utahontario1_KEGG_N_GLYCAN_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.6321070234113713	0.7222222222222222	0.36111111111111116	0.08333333333333337	25	0.2777777777777778	3.0	3.0	0.0	33.0	23.0	10.0	13.0	3.0	10.0	23.0	23.0	0.0	0.08333333333333333	1.0	0.0	0.9166666666666666	0.696969696969697	0.30303030303030304	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	1.0	0.0	26	10	0.23076923076923084
utahontario1_KEGG_N_GLYCAN_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.5797888386123681	0.7016129032258065	0.3145161290322581	0.016129032258064613	25	0.2983870967741935	6.0	4.0	2.0	118.0	83.0	35.0	39.0	4.0	35.0	85.0	83.0	2.0	0.04838709677419355	0.6666666666666666	0.3333333333333333	0.9516129032258065	0.7033898305084746	0.2966101694915254	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9764705882352941	0.023529411764705882	87	37	0.07903469079939662
utahontario1_KEGG_OLFACTORY_TRANSDUCTION_weka_svm_weights_r_svm_rbf	0.5652173913043478	0.5555555555555556	0.36111111111111116	-0.08333333333333326	275	0.4444444444444444	13.0	5.0	8.0	23.0	15.0	8.0	13.0	5.0	8.0	23.0	15.0	8.0	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.6521739130434783	0.34782608695652173	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.6521739130434783	0.34782608695652173	20	16	0.03678929765886285
utahontario1_KEGG_OLFACTORY_TRANSDUCTION_weka_svm_weights_r_svm_rbf_Training_Data	0.5912518853695324	0.6290322580645161	0.3145161290322581	-0.056451612903225756	25	0.3709677419354839	37.0	15.0	22.0	87.0	63.0	24.0	39.0	15.0	24.0	85.0	63.0	22.0	0.29838709677419356	0.40540540540540543	0.5945945945945946	0.7016129032258065	0.7241379310344828	0.27586206896551724	0.31451612903225806	0.38461538461538464	0.6153846153846154	0.6854838709677419	0.7411764705882353	0.25882352941176473	78	46	0.1257918552036199
utahontario1_KEGG_ONE_CARBON_POOL_BY_FOLATE_weka_svm_weights_r_svm_rbf	0.5484949832775919	0.6388888888888888	0.36111111111111116	0.0	18	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_ONE_CARBON_POOL_BY_FOLATE_weka_svm_weights_r_svm_rbf_Training_Data	0.49230769230769234	0.6693548387096774	0.3145161290322581	-0.016129032258064502	18	0.3306451612903226	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	83	41	-0.02352941176470591
utahontario1_KEGG_OOCYTE_MEIOSIS_weka_svm_weights_r_svm_rbf	0.6020066889632107	0.5833333333333334	0.36111111111111116	-0.05555555555555547	25	0.41666666666666663	8.0	3.0	5.0	28.0	18.0	10.0	13.0	3.0	10.0	23.0	18.0	5.0	0.2222222222222222	0.375	0.625	0.7777777777777778	0.6428571428571429	0.35714285714285715	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.782608695652174	0.21739130434782608	21	15	0.013377926421404673
utahontario1_KEGG_OOCYTE_MEIOSIS_weka_svm_weights_r_svm_rbf_Training_Data	0.7180995475113122	0.7338709677419355	0.3145161290322581	0.048387096774193616	75	0.2661290322580645	12.0	9.0	3.0	112.0	82.0	30.0	39.0	9.0	30.0	85.0	82.0	3.0	0.0967741935483871	0.75	0.25	0.9032258064516129	0.7321428571428571	0.26785714285714285	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9647058823529412	0.03529411764705882	91	33	0.19547511312217192
utahontario1_KEGG_OSTEOCLAST_DIFFERENTIATION_weka_svm_weights_r_svm_rbf	0.6806020066889632	0.6666666666666666	0.36111111111111116	0.02777777777777779	25	0.33333333333333337	5.0	3.0	2.0	31.0	21.0	10.0	13.0	3.0	10.0	23.0	21.0	2.0	0.1388888888888889	0.6	0.4	0.8611111111111112	0.6774193548387096	0.3225806451612903	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9130434782608695	0.08695652173913043	24	12	0.14381270903010024
utahontario1_KEGG_OSTEOCLAST_DIFFERENTIATION_weka_svm_weights_r_svm_rbf_Training_Data	0.6633484162895927	0.7016129032258065	0.3145161290322581	0.016129032258064613	75	0.2983870967741935	16.0	9.0	7.0	108.0	78.0	30.0	39.0	9.0	30.0	85.0	78.0	7.0	0.12903225806451613	0.5625	0.4375	0.8709677419354839	0.7222222222222222	0.2777777777777778	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9176470588235294	0.08235294117647059	87	37	0.1484162895927601
utahontario1_KEGG_OTHER_GLYCAN_DEGRADATION_weka_svm_weights_r_svm_rbf	0.6020066889632107	0.6388888888888888	0.36111111111111116	0.0	17	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
