Row.names	PathwayMutatedGenes	UtahControl_NumNonMuts	UtahControl_NumMuts	UtahCancer_NumNonMuts	UtahCancer_NumMuts	UtahControl_MutationRate	UtahCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
KEGG_CALCIUM_SIGNALING_PATHWAY	ADRA1B(1),AGTR1(1),AVPR1B(2),CCKAR(1),PDGFRA(1),PTAFR(1),PTGER1(1),PTK2B(1),TACR3(1),VDAC3(1);ADORA2B(1),ADRA1B(2),AGTR1(2),ATP2B1(1),CALML5(1),CHRM5(1),DRD1(1),ERBB2(1),F2R(1),ITPR1(1),ITPR2(1),PDGFRA(1),PTK2B(1),SPHK1(1)	7	9	5	14	0.5625	0.736842105263	2.12854504573637	0.234223210975157	1.08247670467815	0.230558690175609
BIOCARTA_CTCF_PATHWAY	MDM2(1),TGFB2(1),TGFBR1(2),TGFBR3(1);MDM2(3),MTOR(1),PIK3CA(2),TGFB2(1),TGFBR1(3),TGFBR2(1)	12	4	11	8	0.25	0.421052631579	2.13351759806341	0.241638857990359	1.06205261591064	0.230558918839363
BIOCARTA_HIVNEF_PATHWAY	CASP3(2),CASP9(1),MDM2(1),RASA1(2),TRAF2(1);BAG4(1),DFFB(1),LMNB1(1),MDM2(3),NFKB1(1),PARP1(1),PSEN2(4),TRAF2(3)	11	5	10	9	0.3125	0.473684210526	1.94137600054102	0.267441440570037	0.969660367381371	0.230558918839363
BIOCARTA_IL7_PATHWAY	PTK2B(1),STAT5A(1);NMI(2),PIK3CA(2),PTK2B(1)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
BIOCARTA_NTHI_PATHWAY	TGFBR1(2);NFKB1(1),TGFBR1(3),TGFBR2(1)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	MPI(1),PGM2(1);CYB5R3(1),GMPPB(1),GNE(1),MPI(2),NANS(1),PMM2(1)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
KEGG_NOTCH_SIGNALING_PATHWAY	CTBP2(1),DLL4(2),PTCRA(1);DVL3(1),HES5(1),KAT2B(1),MFNG(1),PSEN2(4)	12	4	11	8	0.25	0.421052631579	2.13351759806341	0.241638857990359	1.06205261591064	0.230558918839363
KEGG_NUCLEOTIDE_EXCISION_REPAIR	ERCC3(1),POLE2(1);POLE2(1),RPA1(1),RPA4(3)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
KEGG_STEROID_HORMONE_BIOSYNTHESIS	CYP11B1(1),CYP7A1(1),HSD3B1(1);AKR1C3(1),CYP3A7(1),HSD17B6(1),UGT1A3(2)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	MAPK13(1),PIK3R5(1);IL5(1),NFKB1(1),PIK3CA(2),PIK3R5(1),PTPN6(1)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	ACADS(1),HADHA(3),MCCC2(1);ALDH3A2(1),ALDH6A1(2),HADHA(3),MCCC1(1),MUT(1)	12	4	11	8	0.25	0.421052631579	2.13351759806341	0.241638857990359	1.06205261591064	0.230558918839363
REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS	FZD1(1),IHH(1);FZD1(1),FZD7(1),GLP1R(1),WNT2B(2)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	GP1BA(1),KLKB1(1),PROC(1);FGB(2),KLKB1(1),PF4V1(1),PROC(1),SERPINC1(1)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
REACTOME_NEURORANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	GRIK3(1),MDM2(1);GRIK1(1),GRIP2(1),MDM2(3)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	ROBO1(2);PFN2(1),ROBO1(3),ROBO2(1)	14	2	14	5	0.125	0.263157894737	2.43744684566953	0.279553038729902	1.01793133880744	0.230558918839363
BIOCARTA_ACTINY_PATHWAY	;WASF1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_CACAM_PATHWAY	;CAMKK2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_CD40_PATHWAY	;NFKB1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_CDMAC_PATHWAY	;NFKB1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_CK1_PATHWAY	;DRD1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_DC_PATHWAY	;IL5(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_EGFR_SMRTE_PATHWAY	;ZBTB16(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_EPHA4_PATHWAY	;L1CAM(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_FREE_PATHWAY	;NFKB1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_GATA3_PATHWAY	;IL5(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_IL5_PATHWAY	;IL5(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_MAL_PATHWAY	;HNF1A(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_P27_PATHWAY	;CCNE1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_P35ALZHEIMERS_PATHWAY	;CAPN1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_PML_PATHWAY	;PRAM1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_PTC1_PATHWAY	;CDC25A(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_RELA_PATHWAY	;NFKB1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_RNA_PATHWAY	;NFKB1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_SALMONELLA_PATHWAY	;WASF1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_SKP2E2F_PATHWAY	;CCNE1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_SRCRPTP_PATHWAY	;CDC25A(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_TCAPOPTOSIS_PATHWAY	;CCR5(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_TEL_PATHWAY	;IGF1R(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_VDR_PATHWAY	;KAT2B(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
BIOCARTA_VIP_PATHWAY	;NFKB1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_CIRCADIAN_RHYTHM_MAMMAL	;RORB(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_D_ARGININE_AND_D_ORNITHINE_METABOLISM	;DAO(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_DORSO_VENTRAL_AXIS_FORMATION	;ETV6(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_FOLATE_BIOSYNTHESIS	;ALPL(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	;B3GNT1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_LIPOIC_ACID_METABOLISM	;LIPT1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_PRIMARY_IMMUNODEFICIENCY	;BLNK(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES	;BDH2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	;SUPT4H1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	;TLR3(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	;FES(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_CTLA4_INHIBITORY_SIGNALING	;YES1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_CYCLIN_A1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	;CDC25A(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_ETHANOL_OXIDATION	;ADH4(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	;GLP1R(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR	;RPA1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_JNK_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	;TLR3(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	;KAT2B(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	;ADORA2B(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_OPSINS	;RHO(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_PECAM1_INTERACTIONS	;PTPN6(1),YES1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_PROSTANOID_HORMONES	;TBXAS1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	;FES(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS	;F2R(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	;GRIP2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_TRANSFORMATION_OF_LANOSTEROL_TO_CHOLESTEROL	;EBP(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
REACTOME_XENOBIOTICS	;CYP3A7(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
SA_G2_AND_M_PHASES	;CDC25A(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
SA_REG_CASCADE_OF_CYCLIN_EXPR	;CCNE1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_ERK1_ERK2_MAPK_PATHWAY	;NFKB1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_G_ALPHA_S_PATHWAY	;SNX13(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_IL_13_PATHWAY	;JAK2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_INTERFERON_GAMMA_PATHWAY	;JAK2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_INTERLEUKIN_13_PATHWAY	;JAK2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_JAK_STAT_PATHWAY	;JAK2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_STAT3_PATHWAY	;JAK2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_TYPE_I_INTERFERON_PATHWAY	;IFNAR1(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
ST_WNT_BETA_CATENIN_PATHWAY	;NKD2(1)	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
KEGG_MEASLES	IFNA14(1),IFNA6(1),IL2RA(1),IRAK1(1),PIK3R5(1),STAT5A(1),TNFRSF10C(2);CCNE1(1),CSNK2A2(1),IFNAR1(1),IL2RA(1),IRF3(1),JAK2(1),NFKB1(1),OAS1(2),PIK3CA(2),PIK3R5(1),RCHY1(1),TNFRSF10A(1),TNFRSF10C(1)	10	6	9	10	0.375	0.526315789474	1.81915705777084	0.290217794328642	0.895196282969021	0.283260628088966
REACTOME_HIV_INFECTION	AP1B1(1),ERCC3(1),GTF2E2(1),NUP93(1),PSMB4(1),PSMD1(1),XRCC4(2);ATP6V1H(1),CCNT1(2),CCR5(1),GTF2E2(2),NUP155(1),SUPT4H1(1),TAF1(1),TAF11(1)	10	6	9	10	0.375	0.526315789474	1.81915705777084	0.290217794328642	0.895196282969021	0.283260628088966
BIOCARTA_ACE2_PATHWAY	AGTR1(1);ACE2(1),AGTR1(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_AKT_PATHWAY	CASP9(1);NFKB1(1),PIK3CA(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_ATRBRCA_PATHWAY	FANCD2(1);HUS1(3)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_CDC42RAC_PATHWAY	PDGFRA(1);PDGFRA(1),PIK3CA(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_CTL_PATHWAY	PRF1(1);PRF1(3)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_G1_PATHWAY	TGFB2(1);CCNE1(1),CDC25A(1),TGFB2(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_GLEEVEC_PATHWAY	STAT5A(1);JAK2(1),PIK3CA(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_HCMV_PATHWAY	SP1(1);NFKB1(1),PIK3CA(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_NO2IL12_PATHWAY	STAT4(1);CCR5(1),CXCR3(1),JAK2(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_RAS_PATHWAY	CASP9(1);NFKB1(1),PIK3CA(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_TID_PATHWAY	USH1C(1);JAK2(1),NFKB1(1),USH1C(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
KEGG_GRAFT_VERSUS_HOST_DISEASE	PRF1(1);PRF1(3)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
KEGG_LINOLEIC_ACID_METABOLISM	PLA2G12B(1);CYP3A7(1),PLA2G2D(1),PLA2G6(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	NKX6-1(1);HNF1A(1),PDX1(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
KEGG_RENIN_ANGIOTENSIN_SYSTEM	AGTR1(1);ACE2(1),AGTR1(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
KEGG_TYPE_I_DIABETES_MELLITUS	PRF1(1);PRF1(3)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
KEGG_TYROSINE_METABOLISM	PNMT(1);ADH4(1),PNMT(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_BASIGIN_INTERACTIONS	SLC16A8(1);ITGA3(1),L1CAM(1),SLC7A6(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	MCCC2(1);ALDH6A1(2),MCCC1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_DEATH_RECEPTOR_SIGNALLING	TRAF2(1);TRAF2(3)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_DNA_STRAND_ELONGATION	POLA2(1);DNA2(1),POLA2(1),RPA1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_GLUCONEOGENESIS	ENO1(1);ENO1(1),GAPDHS(1),PFKFB1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	TLN1(1);FGB(2),TLN1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_HIV1_TRANSCRIPTION_ELONGATION	ERCC3(1);CCNT1(2),SUPT4H1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_INTEGRIN_ALPHAIIBBETA3_SIGNALING	RAPGEF4(1),TLN1(1);FGB(2),TLN1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_LAGGING_STRAND_SYNTHESIS	POLA2(1);DNA2(1),POLA2(1),RPA1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	TLN1(1);FGB(2),TLN1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_PLC_BETA_MEDIATED_EVENTS	ADCY5(1);ADCY5(1),ITPR1(1),ITPR2(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_PLC_GAMMA1_SIGNALLING	ADCY5(1);ADCY5(1),ITPR1(1),ITPR2(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE	POLA2(1);DNA2(1),POLA2(1),RPA1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	TLN1(1);FES(1),RRAS(1),TLN1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	ROCK2(1);ARHGEF12(1),ERBB2(1),RRAS(1),SEMA4D(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_SPHINGOLIPID_METABOLISM	ACER1(1),DEGS1(1);LASS5(1),SGPP2(1),SPHK1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_THE_ANTIVIRAL_CYTOKINE_IFN_ALPHA_BETA_CASCADE	DUSP7(1);NFKB1(1),NFKB2(1),TLR3(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
SA_G1_AND_S_PHASES	MDM2(1);MDM2(3)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	ROCK2(1);PFN2(1),RHO(1),WASF1(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
ST_GA13_PATHWAY	ROCK2(1);NFKB1(1),NFKB2(1),PLD3(1)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
ST_INTERLEUKIN_4_PATHWAY	STAT6(1);JAK2(1),PIK3CA(2)	15	1	16	3	0.0625	0.157894736842	2.73660680963931	0.37012987012987	0.883658350153647	0.299008846014946
BIOCARTA_TPO_PATHWAY	RASA1(2),STAT5A(1);JAK2(1),MPL(3),PIK3CA(2)	13	3	13	6	0.1875	0.315789473684	1.96123932994254	0.319260457747665	0.865075293346131	0.299017182565478
KEGG_ADHERENS_JUNCTION	ACTN3(2),TGFBR1(2);CSNK2A2(1),ERBB2(1),IGF1R(1),PTPN6(1),TGFBR1(3),TGFBR2(1),WASF1(1),YES1(1)	13	3	13	6	0.1875	0.315789473684	1.96123932994254	0.319260457747665	0.865075293346131	0.299017182565478
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	FMO3(1),GSTA5(1),GSTM5(1);ADH4(1),CYP3A7(1),FMO1(1),GSTA2(1),GSTO1(1),UGT1A3(2)	13	3	13	6	0.1875	0.315789473684	1.96123932994254	0.319260457747665	0.865075293346131	0.299017182565478
KEGG_MINERAL_ABSORPTION	CLCN2(1),SLC39A4(2);ATP2B1(1),CLCN2(2),CYBRD1(1),MT1G(2)	13	3	13	6	0.1875	0.315789473684	1.96123932994254	0.319260457747665	0.865075293346131	0.299017182565478
KEGG_TRYPTOPHAN_METABOLISM	HADHA(3);ALDH3A2(1),HADHA(3),TPH2(2)	13	3	13	6	0.1875	0.315789473684	1.96123932994254	0.319260457747665	0.865075293346131	0.299017182565478
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	ADCY5(1),ADRA2C(1),CACNB3(1),GNAI2(1);ADCY5(1),ADRA2C(5),CACNB3(1)	13	3	13	6	0.1875	0.315789473684	1.96123932994254	0.319260457747665	0.865075293346131	0.299017182565478
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	CASP3(2),TRAF2(1);BAG4(1),NFKB1(1),NFKB2(1),TRAF2(3)	13	3	13	6	0.1875	0.315789473684	1.96123932994254	0.319260457747665	0.865075293346131	0.299017182565478
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	ADCY5(1),ADRA1B(1),AGTR1(1),AVPR1B(2),KCNU1(1),NPR2(1),PLA2G12B(1),ROCK2(1);ADCY5(1),ADORA2B(1),ADRA1B(2),AGTR1(2),ARAF(1),ARHGEF12(1),CALML5(1),ITPR1(1),ITPR2(1),KCNMA1(1),KCNU1(1),NPR2(1),PLA2G2D(1),PLA2G6(1)	9	7	8	11	0.4375	0.578947368421	1.73894460212162	0.310767887945428	0.834074747582328	0.29901718256548
REACTOME_CELL_CYCLE_MITOTIC	AURKB(1),CDC27(1),CDC7(1),KIF20A(1),KIF2C(1),ORC6(1),POLA2(1),POLE2(1),PSMB4(1),PSMD1(1),RCC2(3);BUB1B(2),CCNE1(1),CDC25A(1),CENPI(1),CLIP1(1),DCTN3(1),DNA2(1),POLA2(1),POLE2(1),RPA1(1),RPA4(3),TSGA14(1)	8	8	7	12	0.5	0.631578947368	1.68774126062631	0.329683315024515	0.783603909969379	0.29901718256548
REACTOME_FORMATION_OF_PLATELET_PLUG	ADRA2C(1),DGKD(1),GNAI2(1),GP1BA(1),HGF(1),PDGFB(1),PIK3R5(1),RAPGEF4(1),TGFB2(1),TLN1(1);ADRA2C(5),COL1A1(1),COL1A2(1),F2R(1),FGB(2),ITPR1(1),ITPR2(1),LAMP2(1),PIK3CA(2),PIK3R5(1),PRKCZ(1),SERPINF2(1),SPARC(1),SYK(1),TGFB2(1),TLN1(1)	8	8	7	12	0.5	0.631578947368	1.68774126062631	0.329683315024515	0.783603909969379	0.29901718256548
