	Utah Expression 24vs35 AUCs	Ontario Expression 24vs35 AUCs	Utah Expression 0124vs35 AUCs	Ontario Expression 0124vs35 AUCs	Lim AUCs	Bellacosa Breast AUCs	Utah Expression 24vs35 PermutedAUCs	Ontario Expression 24vs35 PermutedAUCs	Utah Expression 0124vs35 PermutedAUCs	Ontario Expression 0124vs35 PermutedAUCs	Lim PermutedAUCs	Bellacosa Breast PermutedAUCs	NumControlNonMut	NumControlMut	NumCancerNonMut	NumCancerMut	Utah Exome 24vs35	Rank.p.value	Rank.p.value
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	0.6433566	0.5881696	0.6046757	0.5626984	0.7333333	0.8194444	0.01	0.142	0.037	0.167	0.068	0.014	15	1	15	4	0.147932152047134	0.136999714459463	0.206055473793599
BIOCARTA_VEGF_PATHWAY	0.6258741	0.6685268	0.6304676	0.6246032	0.7866667	0.6388889	0.02	0.011	0.011	0.033	0.039	0.213	15	1	17	2	0.392356272835336	0.154212523949378	0.207273343687737
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.7068765	0.6607143	0.6826546	0.4404762	0.8	0.7777778	0.002	0.016	0.002	0.812	0.024	0.035	7	9	6	13	0.299017324688537	0.0508004652095437	0.207577190772987
BIOCARTA_CARDIACEGF_PATHWAY	0.4321096	0.3828125	0.5644042	0.6063492	0.8	0.5972222	0.878	0.936	0.131	0.067	0.028	0.277	15	1	15	4	0.147932152047134	0.888043187345945	0.20842731054384
BIOCARTA_TFF_PATHWAY	0.6655012	0.5647321	0.638914	0.5777778	0.76	0.7777778	0.005	0.218	0.009	0.149	0.04	0.033	15	1	17	2	0.392356272835336	0.29719651083799	0.20893222595314
BIOCARTA_UCALPAIN_PATHWAY	0.6561772	0.5859375	0.6904977	0.6007937	0.8	0.5833333	0.008	0.146	0.001	0.082	0.027	0.301	13	3	17	2	0.99854262983839	0.509859342924534	0.209540662555007
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	0.6363636	0.5033482	0.6147813	0.5119048	0.8	0.6388889	0.014	0.473	0.022	0.443	0.021	0.195	14	2	12	7	0.0594865497958512	0.236399820724866	0.211611644032794
ST_GA12_PATHWAY	0.5437063	0.7142857	0.5010558	0.6555556	0.8	0.5416667	0.242	0.005	0.506	0.017	0.032	0.406	16	0	17	2	0.126223639753789	0.131258941793893	0.211848892632136
REACTOME_HIV_INFECTION	0.6596737	0.5167411	0.6702866	0.484127	0.8266667	0.6527778	0.006	0.399	0.003	0.612	0.014	0.169	10	6	9	10	0.283260628088966	0.320299457923034	0.212300905904798
BIOCARTA_MTOR_PATHWAY	0.6051865	0.5011161	0.6675716	0.4063492	0.8	0.4722222	0.053	0.508	0.003	0.908	0.018	0.587	16	0	15	4	0.0348849651021161	0.329408221787005	0.212620558553994
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.6722028	0.5011161	0.6820513	0.4936508	0.7733333	0.7361111	0.004	0.488	0.001	0.564	0.034	0.07	15	1	16	3	0.299008846014946	0.340074412319517	0.213856277050589
BIOCARTA_NKCELLS_PATHWAY	0.5355478	0.5412946	0.5873303	0.5706349	0.6	0.9166667	0.291	0.283	0.073	0.16	0.276	0.001	15	1	14	5	0.0878934421477746	0.40625656454751	0.217622726502433
BIOCARTA_ACH_PATHWAY	0.7045455	0.5764509	0.6748115	0.6071429	0.5733333	0.2777778	0.002	0.146	0.001	0.057	0.326	0.945	15	1	14	5	0.0878934421477746	0.0432044330623229	0.220889391073444
BIOCARTA_ACTINY_PATHWAY	0.7628205	0.5379464	0.7414781	0.484127	0.8	0.6527778	0.001	0.299	0.001	0.598	0.03	0.172	16	0	18	1	0.283260628088936	0.123256304070129	0.221347296221369
REACTOME_DNA_REPLICATION_PRE_INITIATION	0.7086247	0.5435268	0.6645551	0.547619	0.7866667	0.6388889	0.001	0.288	0.001	0.241	0.027	0.182	11	5	13	6	0.524563922587007	0.287033412697628	0.222056625723625
BIOCARTA_P53HYPOXIA_PATHWAY	0.6293706	0.65625	0.6093514	0.6190476	0.7466667	0.4166667	0.022	0.023	0.026	0.054	0.048	0.735	15	1	14	5	0.0878934421477746	0.0471825987156949	0.227037967318296
KEGG_MELANOGENESIS	0.6940559	0.6584821	0.7170437	0.5325397	0.7466667	0.5555556	0.002	0.03	0.001	0.328	0.062	0.384	14	2	13	6	0.105263382096473	0.016895972783064	0.227354734338245
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.539627	0.5290179	0.5544495	0.5666667	0.84	0.8194444	0.272	0.354	0.171	0.175	0.019	0.01	13	3	15	4	0.479819232415823	0.808343943114692	0.230860337723923
KEGG_LONG_TERM_POTENTIATION	0.6031469	0.6116071	0.6487179	0.465873	0.7333333	0.7777778	0.052	0.081	0.006	0.711	0.062	0.032	16	0	15	4	0.0348849651021161	0.103989090667934	0.232110650096799
REACTOME_CELL_CYCLE_CHECKPOINTS	0.710373	0.5178571	0.6648567	0.534127	0.84	0.6666667	0.001	0.428	0.003	0.316	0.013	0.134	10	6	12	7	0.998540103068967	0.369861531261996	0.234074101536399
REACTOME_RNA_POL_II_CTD_PHOSPHORYLATION_AND_INTERACTION_WITH_CE	0.6555944	0.6450893	0.5963801	0.5849206	0.8	0.875	0.011	0.037	0.05	0.124	0.019	0.003	15	1	19	0	0.999999002165685	0.442043457983898	0.236569029087519
KEGG_DNA_REPLICATION	0.6433566	0.4720982	0.7354449	0.4420635	0.8	0.3472222	0.011	0.642	0.001	0.802	0.026	0.856	14	2	12	7	0.0594865497958512	0.291707466797016	0.236926029297866
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.6940559	0.5970982	0.6748115	0.4936508	0.8	0.4166667	0.002	0.096	0.002	0.57	0.028	0.731	14	2	11	8	0.0348849651021161	0.0240233271634446	0.237227045572164
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.6812354	0.5837054	0.640724	0.5956349	0.72	0.8333333	0.001	0.134	0.006	0.089	0.084	0.014	5	11	6	13	0.998540103068967	0.190749258860611	0.2374821760359
KEGG_RNA_POLYMERASE	0.6596737	0.5636161	0.6871795	0.5563492	0.8	0.8055556	0.007	0.225	0.001	0.221	0.027	0.026	13	3	18	1	0.999999002166422	0.672156535778756	0.23791256754179
BIOCARTA_TID_PATHWAY	0.7027972	0.6417411	0.6171946	0.5888889	0.6666667	0.8611111	0.002	0.032	0.015	0.121	0.154	0.009	15	1	16	3	0.299008846014946	0.0532662302291524	0.238626066515044
REACTOME_INTEGRIN_ALPHAIIBBETA3_SIGNALING	0.6672494	0.6774554	0.6437406	0.5960317	0.7866667	0.3611111	0.004	0.017	0.007	0.097	0.027	0.839	15	1	16	3	0.299008846014946	0.0587101908856017	0.240061700798369
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	0.6019814	0.6177455	0.6603318	0.6095238	0.7866667	0.75	0.057	0.064	0.002	0.066	0.033	0.056	13	3	18	1	0.999999002166422	0.686746234370374	0.243416229248613
REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS	0.6742424	0.5658482	0.7085973	0.5571429	0.6266667	0.6666667	0.004	0.211	0.001	0.192	0.221	0.147	14	2	14	5	0.230558918839363	0.142737606966701	0.244338986545565
BIOCARTA_GCR_PATHWAY	0.5763403	0.5357143	0.6358974	0.5746032	0.72	0.6944444	0.108	0.329	0.012	0.15	0.075	0.105	15	1	15	4	0.147932152047134	0.455781990492016	0.247198458494423
BIOCARTA_LAIR_PATHWAY	0.4417249	0.5892857	0.5143288	0.6269841	0.68	0.7916667	0.818	0.125	0.419	0.041	0.139	0.027	16	0	17	2	0.126223639753789	0.455460828740232	0.247237582583464
BIOCARTA_CD40_PATHWAY	0.70338	0.5418527	0.628356	0.5785714	0.84	0.06944444	0.001	0.28	0.006	0.107	0.011	1	16	0	18	1	0.283260628088936	0.116396241405511	0.251520672511923
KEGG_COLORECTAL_CANCER	0.6095571	0.6104911	0.7067873	0.4587302	0.8133333	0.75	0.035	0.081	0.002	0.745	0.027	0.043	11	5	11	8	0.325413189767125	0.306808514898578	0.251707185724635
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS	0.6381119	0.4196429	0.6159879	0.5880952	0.8	0.5416667	0.018	0.848	0.021	0.093	0.032	0.421	16	0	18	1	0.283260628088936	0.596606033302574	0.25192702737441
KEGG_GLUTAMATERGIC_SYNAPSE	0.6424825	0.5691964	0.5960784	0.5531746	0.7866667	0.8611111	0.006	0.192	0.039	0.235	0.027	0.009	10	6	11	8	0.441559824471571	0.347271017361843	0.252509075848718
KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION	0.5798368	0.4754464	0.6067873	0.5634921	0.76	0.6666667	0.102	0.639	0.021	0.183	0.051	0.134	16	0	17	2	0.126223639753789	0.568039757097492	0.254545815524647
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.5909091	0.4776786	0.6241327	0.5055556	0.7466667	0.75	0.069	0.62	0.016	0.453	0.055	0.049	15	1	13	6	0.0390891932362208	0.424963588389252	0.259756528553164
KEGG_BACTERIAL_INVASION_OF_EPITHELIAL_CELLS	0.7703963	0.4910714	0.7817496	0.5460317	0.7066667	0.5416667	0.001	0.562	0.001	0.267	0.11	0.425	14	2	13	6	0.105263382096473	0.125423050886358	0.259964053848664
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.6255828	0.6685268	0.6312217	0.6309524	0.7466667	0.7638889	0.022	0.015	0.006	0.032	0.054	0.042	3	13	6	13	0.998542631568869	0.39901889240746	0.260086740091754
BIOCARTA_RAS_PATHWAY	0.6643357	0.4754464	0.638009	0.4619048	0.8	0.8055556	0.007	0.623	0.01	0.707	0.026	0.025	15	1	16	3	0.299008846014946	0.467407669128741	0.262063188220794
BIOCARTA_CDMAC_PATHWAY	0.6620047	0.4776786	0.738914	0.5349206	0.7866667	0.4722222	0.005	0.614	0.001	0.315	0.035	0.597	16	0	18	1	0.283260628088936	0.378631788797987	0.262139894205131
ST_INTERLEUKIN_4_PATHWAY	0.5658508	0.5206473	0.6003017	0.581746	0.76	0.7222222	0.146	0.385	0.041	0.12	0.038	0.081	15	1	16	3	0.299008846014946	0.633432712581178	0.263437253182234
BIOCARTA_PPARA_PATHWAY	0.497669	0.5714286	0.6072398	0.6206349	0.7733333	0.6388889	0.528	0.166	0.026	0.037	0.035	0.19	14	2	16	3	0.441554681299689	0.716920612146012	0.26455506046736
BIOCARTA_MAL_PATHWAY	0.7016317	0.5970982	0.6558069	0.5174603	0.8	0.6388889	0.001	0.094	0.002	0.411	0.033	0.189	16	0	18	1	0.283260628088936	0.0515622013194669	0.266722806802612
REACTOME_METABOLISM_OF_AMINO_ACIDS	0.7447552	0.7053571	0.7577677	0.5706349	0.7333333	0.6111111	0.001	0.005	0.001	0.166	0.072	0.25	11	5	11	8	0.325413189767125	0.0290147445880259	0.268609484134432
REACTOME_MUSCLE_CONTRACTION	0.5043706	0.4821429	0.654902	0.6134921	0.6533333	0.8055556	0.497	0.62	0.002	0.059	0.161	0.021	12	4	15	4	0.998542629838389	0.951791036166051	0.268646648854071
REACTOME_NEURORANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.6509324	0.6584821	0.6467572	0.5111111	0.72	0.8888889	0.01	0.022	0.005	0.443	0.088	0.011	14	2	14	5	0.230558918839363	0.0630735126657694	0.268993453202813
KEGG_TIGHT_JUNCTION	0.6713287	0.5680804	0.6494721	0.5746032	0.7333333	0.8888889	0.006	0.184	0.003	0.14	0.065	0.004	10	6	14	5	0.99854262983839	0.524826039747555	0.270403932971182
REACTOME_DNA_STRAND_ELONGATION	0.5775058	0.5825893	0.6259427	0.5690476	0.8133333	0.4444444	0.117	0.147	0.015	0.167	0.021	0.62	15	1	16	3	0.299008846014946	0.435128120493675	0.27158817135086
BIOCARTA_PYK2_PATHWAY	0.70338	0.6395089	0.7176471	0.6253968	0.8	0.2916667	0.001	0.032	0.002	0.04	0.029	0.927	15	1	18	1	0.998542629836967	0.109557933267641	0.272680421487846
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.7115385	0.5680804	0.6021116	0.5404762	0.7733333	0.7222222	0.001	0.216	0.041	0.291	0.035	0.081	16	0	17	2	0.126223639753789	0.0553886952729695	0.274923190817137
KEGG_RIBOSOME_BIOGENESIS_IN_EUKARYOTES	0.6159674	0.4665179	0.6714932	0.5039683	0.8533333	0.75	0.038	0.692	0.002	0.492	0.01	0.063	11	5	14	5	0.998542629838389	0.875286777101466	0.274993475672616
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.6247086	0.6919643	0.600905	0.6198413	0.6933333	0.8611111	0.021	0.006	0.037	0.043	0.101	0.012	13	3	15	4	0.479819232415823	0.195500385612695	0.275562162249186
WNT_SIGNALING	0.6876457	0.6071429	0.70181	0.5507937	0.7466667	0.6388889	0.002	0.091	0.001	0.237	0.057	0.179	13	3	14	5	0.326763027852778	0.125606818297629	0.275727066875719
KEGG_LYSINE_DEGRADATION	0.6864802	0.5825893	0.7481146	0.5996032	0.8266667	0.375	0.003	0.148	0.001	0.083	0.014	0.815	9	7	15	4	0.999999999426931	0.536978210747506	0.275867805186907
REACTOME_MAP_KINASES_ACTIVATION_IN_TLR_CASCADE	0.6223776	0.4827009	0.6742081	0.4928571	0.8	0.8472222	0.026	0.597	0.002	0.544	0.03	0.011	15	1	18	1	0.998542629836967	0.779044910394131	0.277594500683897
REACTOME_GLOBAL_GENOMIC_NER	0.5	0.6026786	0.6481146	0.6007937	0.8266667	0.4166667	0.49	0.093	0.006	0.077	0.014	0.7	14	2	17	2	0.998542629838389	0.766998199078455	0.278558842924294
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.6707459	0.6049107	0.6042232	0.5563492	0.8	0.8611111	0.004	0.1	0.04	0.199	0.023	0.008	14	2	17	2	0.998542629838389	0.350613706585265	0.278626226352416
KEGG_GLYCEROLIPID_METABOLISM	0.6188811	0.7594866	0.6500754	0.6714286	0.64	0.7916667	0.027	0.001	0.01	0.006	0.196	0.032	11	5	14	5	0.998542629838389	0.290433395385793	0.280197941434175
BIOCARTA_TEL_PATHWAY	0.5859557	0.8069196	0.6536953	0.6642857	0	0.6527778	0.084	0.001	0.004	0.014	1	0.169	16	0	18	1	0.283260628088936	0.127461028810288	0.280655337962774
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.6095571	0.5792411	0.652187	0.6571429	0.8	0	0.049	0.146	0.003	0.015	0.02	1	15	1	18	1	0.998542629836967	0.57139066094416	0.282595412704345
BIOCARTA_CARM_ER_PATHWAY	0.5658508	0.5033482	0.5125189	0.5968254	0.7866667	0.9027778	0.168	0.508	0.411	0.077	0.026	0.006	14	2	17	2	0.998542629838389	0.90131532554826	0.284017961658452
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.3951049	0.3398438	0.5689291	0.6531746	0.8	0.2916667	0.953	0.982	0.117	0.016	0.021	0.927	16	0	19	0	NA	0.990898058593324	0.286609746300338
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.5067016	0.546317	0.6156863	0.5388889	0.8	0.6805556	0.468	0.277	0.013	0.306	0.024	0.109	16	0	19	0	NA	0.787847602407608	0.286637168176874
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.6946387	0.5368304	0.705279	0.4547619	0.8933333	0.4444444	0.001	0.317	0.001	0.743	0.008	0.671	16	0	19	0	NA	0.182274343049047	0.286742935095327
REACTOME_VIRAL_MRNA_TRANSLATION	0.7278555	0.4029018	0.7505279	0.6	0.64	0.2361111	0.001	0.898	0.001	0.068	0.177	0.981	15	1	15	4	0.147932152047134	0.279528753222015	0.286984099765988
ST_T_CELL_SIGNAL_TRANSDUCTION	0.6351981	0.5145089	0.6122172	0.5492063	0.7866667	0.8055556	0.014	0.437	0.019	0.255	0.034	0.022	15	1	17	2	0.392356272835336	0.522985466461619	0.287143714675221
REACTOME_PI3K_AKT_SIGNALLING	0.6369464	0.4810268	0.6280543	0.4869048	0.8	0.6388889	0.015	0.615	0.007	0.564	0.032	0.201	14	2	13	6	0.105263382096473	0.340079856690366	0.290097085606088
REACTOME_MRNA_SPLICING	0.7258159	0.4553571	0.7064857	0.5666667	0.8	0.4444444	0.001	0.716	0.001	0.172	0.022	0.655	12	4	15	4	0.998542629838389	0.610041045275566	0.290436454886688
BIOCARTA_CERAMIDE_PATHWAY	0.7505828	0.5022321	0.7254902	0.5666667	0.7733333	0.1944444	0.001	0.506	0.001	0.191	0.047	0.989	15	1	15	4	0.147932152047134	0.148117249254463	0.292529314450825
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.6317016	0.625558	0.6310709	0.5714286	0.72	0.8333333	0.019	0.053	0.012	0.169	0.085	0.017	16	0	19	0	NA	0.195053323222343	0.294345482983028
BIOCARTA_RAC1_PATHWAY	0.5926573	0.6060268	0.6437406	0.6007937	0.5466667	0.6111111	0.068	0.075	0.004	0.07	0.385	0.256	13	3	12	7	0.148268988981226	0.214694113999541	0.297952375783178
BIOCARTA_TH1TH2_PATHWAY	0.4898019	0.3482143	0.6371041	0.6309524	0.12	0.8611111	0.553	0.979	0.012	0.034	0.995	0.011	15	1	17	2	0.392356272835336	0.947255573450677	0.298490845213419
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.6707459	0.65625	0.7366516	0.5611111	0.68	0.7361111	0.006	0.028	0.001	0.211	0.123	0.059	11	5	12	7	0.392437465251224	0.144621841548403	0.29869014165229
BIOCARTA_CDC42RAC_PATHWAY	0.722028	0.4084821	0.6874811	0.468254	0.8	0.4861111	0.001	0.894	0.001	0.677	0.025	0.539	15	1	16	3	0.299008846014946	0.386751245335126	0.300358341313062
BIOCARTA_MAPK_PATHWAY	0.7418415	0.6506696	0.6772247	0.4642857	0.7733333	0.8055556	0.001	0.025	0.001	0.702	0.038	0.027	9	7	10	9	0.450538211859596	0.0721372186587168	0.302239476404079
KEGG_ALLOGRAFT_REJECTION	0.488345	0.5563616	0.6334842	0.5563492	0.06666667	0.9305556	0.57	0.251	0.007	0.212	1	0.002	15	1	15	4	0.147932152047134	0.539097946051336	0.305870439401195
BIOCARTA_PTDINS_PATHWAY	0.705711	0.5647321	0.6579186	0.5722222	0.6933333	0.4027778	0.001	0.209	0.002	0.156	0.101	0.761	16	0	17	2	0.126223639753789	0.0525667739097321	0.308592957883943
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.4731935	0.5200893	0.5800905	0.5492063	0.4	0.9583333	0.655	0.403	0.095	0.221	0.737	0.003	16	0	15	4	0.0348849651021161	0.519886402270915	0.308773098383037
BIOCARTA_EPO_PATHWAY	0.6171329	0.6685268	0.6506787	0.5674603	0.7466667	0.75	0.035	0.014	0.007	0.177	0.063	0.052	15	1	17	2	0.392356272835336	0.203356721271775	0.31007453984324
BIOCARTA_EGFR_SMRTE_PATHWAY	0.6456876	0.608817	0.654902	0.6595238	0.76	0	0.007	0.075	0.004	0.014	0.054	1	16	0	18	1	0.283260628088936	0.114101857928742	0.311385895693679
REACTOME_CHAPERONIN_MEDIATED_PROTEIN_FOLDING	0.7354312	0.4257812	0.6096531	0.4722222	0.7466667	0.8055556	0.001	0.849	0.029	0.642	0.061	0.024	15	1	13	6	0.0390891932362208	0.160389235690522	0.31152246758836
BIOCARTA_HDAC_PATHWAY	0.6701632	0.7449777	0.7333333	0.6531746	0.7466667	0.3888889	0.002	0.002	0.001	0.02	0.065	0.776	14	2	17	2	0.998542629838389	0.124239757241638	0.312375092436587
BIOCARTA_PML_PATHWAY	0.6783217	0.4542411	0.5082956	0.5738095	0.8	0.6944444	0.001	0.742	0.441	0.147	0.027	0.112	16	0	18	1	0.283260628088936	0.28513297217164	0.312856464131743
KEGG_RETINOL_METABOLISM	0.5037879	0.5563616	0.5206637	0.6253968	0.7066667	0.5694444	0.465	0.246	0.371	0.042	0.104	0.349	16	0	14	5	0.0159255859754158	0.347097345677742	0.315164634914545
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.6934732	0.5033482	0.6609351	0.5873016	0.5066667	0.5972222	0.002	0.496	0.006	0.118	0.505	0.273	15	1	14	5	0.0878934421477746	0.132683651259372	0.316179605360748
BIOCARTA_SHH_PATHWAY	0.3694639	0.3699777	0.4045249	0.6150794	0.84	0.5972222	0.978	0.953	0.948	0.04	0.013	0.286	16	0	19	0	NA	0.990402785215158	0.318211410675763
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.6555944	0.5982143	0.6301659	0.6642857	0.7066667	0.6388889	0.009	0.108	0.016	0.011	0.097	0.193	3	13	3	16	0.450519577508634	0.30768362300994	0.320398557021038
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.5734266	0.375558	0.3803922	0.6992063	0.88	0.4166667	0.122	0.948	0.974	0.004	0.008	0.732	15	1	17	2	0.392356272835336	0.889110450718997	0.321228729700288
REACTOME_DUAL_INCISION_REACTION_IN_GG_NER	0.47669	0.359933	0.573454	0.5738095	0.8266667	0.7083333	0.624	0.973	0.096	0.154	0.016	0.081	15	1	18	1	0.998542629836967	0.977173379918853	0.323530632638849
REACTOME_TELOMERE_MAINTENANCE	0.6765734	0.6160714	0.7134238	0.5896825	0.68	0.6388889	0.002	0.057	0.001	0.098	0.12	0.198	11	5	13	6	0.524563922587007	0.163412989799454	0.324656714476541
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.6486014	0.6054688	0.6467572	0.6190476	0.52	0.4305556	0.011	0.082	0.006	0.053	0.461	0.702	14	2	13	6	0.105263382096473	0.0755224650745788	0.327140906859323
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.6171329	0.4944196	0.5924585	0.5214286	0.8133333	0.75	0.037	0.576	0.049	0.395	0.021	0.049	16	0	19	0	NA	0.734613868329289	0.332972130488673
REACTOME_PEPTIDE_CHAIN_ELONGATION	0.7004662	0.4073661	0.7260935	0.5722222	0.7466667	0.125	0.001	0.888	0.001	0.131	0.052	1	15	1	15	4	0.147932152047134	0.271288695708937	0.333836413024473
REACTOME_MITOTIC_M_M_G1_PHASES	0.747669	0.5200893	0.692006	0.5285714	0.84	0.7222222	0.001	0.411	0.002	0.357	0.008	0.07	9	7	15	4	0.999999999426931	0.612544396395418	0.333906531609999
KEGG_RNA_DEGRADATION	0.6806527	0.5089286	0.6355958	0.4777778	0.8133333	0.7638889	0.002	0.444	0.012	0.65	0.021	0.041	11	5	12	7	0.392437465251224	0.38367853060319	0.334068504821243
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.7750583	0.5792411	0.6757164	0.5666667	0.5733333	0.7361111	0.001	0.159	0.003	0.154	0.323	0.053	12	4	12	7	0.299017324688537	0.110264210343083	0.334757160666244
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	0.6503497	0.5546875	0.6518854	0.5333333	0.8	0.7222222	0.01	0.228	0.004	0.33	0.016	0.066	14	2	18	1	0.998542631568869	0.629686244366561	0.334880671310756
BIOCARTA_FAS_PATHWAY	0.6736597	0.6333705	0.6594268	0.5634921	0.8	0.4722222	0.005	0.043	0.004	0.197	0.025	0.601	14	2	16	3	0.441554681299689	0.166758338709655	0.335258898179568
BIOCARTA_TGFB_PATHWAY	0.6293706	0.6378348	0.6383107	0.5380952	0.6	0.7083333	0.018	0.033	0.005	0.294	0.268	0.099	13	3	11	8	0.0901649534073515	0.0531619211738939	0.335612696933078
REACTOME_SHC_MEDIATED_SIGNALLING	0.641317	0.6344866	0.6099548	0.618254	0.7733333	0.5416667	0.014	0.037	0.023	0.052	0.041	0.399	16	0	19	0	NA	0.141201462592561	0.3375189526081
REACTOME_TRIACYLGLYCERIDE_BIOSYNTHESIS	0.777972	0.6858259	0.6829563	0.6190476	0.68	0.1666667	0.001	0.006	0.001	0.029	0.139	0.988	16	0	19	0	NA	0.0143833497595268	0.343172215274405
KEGG_RNA_TRANSPORT	0.6625874	0.4475446	0.6859729	0.4944444	0.8666667	0.5694444	0.008	0.76	0.001	0.55	0.008	0.344	10	6	13	6	0.998542629838389	0.801508732289902	0.343396396654373
BIOCARTA_VDR_PATHWAY	0.6028555	0.5753348	0.6615385	0.5666667	0.8	0	0.055	0.162	0.004	0.168	0.021	1	16	0	18	1	0.283260628088936	0.325327296471066	0.345476293820481
KEGG_CHAGAS_DISEASE_AMERICAN_TRYPANOSOMIASIS	0.6660839	0.6417411	0.6609351	0.547619	0.68	0.8055556	0.003	0.03	0.004	0.253	0.132	0.024	11	5	11	8	0.325413189767125	0.0837235089915166	0.345479105247232
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.5812937	0.6205357	0.6645551	0.5781746	0.6533333	0.5972222	0.094	0.06	0.005	0.123	0.164	0.282	14	2	14	5	0.230558918839363	0.226798766961437	0.345498483544911
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.5810023	0.5669643	0.5825038	0.5412698	0.7333333	0.7638889	0.1	0.193	0.071	0.279	0.066	0.039	16	0	17	2	0.126223639753789	0.30129681583152	0.34658119367157
BIOCARTA_RHO_PATHWAY	0.7027972	0.453125	0.6889894	0.5047619	0.8	0.5555556	0.001	0.743	0.003	0.478	0.02	0.379	15	1	17	2	0.392356272835336	0.420374404040385	0.346856207184107
REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS	0.7470862	0.4090402	0.7076923	0.4884921	0.8133333	0.4166667	0.001	0.886	0.001	0.577	0.019	0.711	11	5	12	7	0.392437465251224	0.506541573505991	0.348028069684727
KEGG_ARACHIDONIC_ACID_METABOLISM	0.5935315	0.6674107	0.4935143	0.5928571	0.4	0.8888889	0.076	0.016	0.545	0.108	0.738	0.004	14	2	13	6	0.105263382096473	0.0900646893039616	0.350367087685326
BIOCARTA_CDK5_PATHWAY	0.5355478	0.5703125	0.533635	0.5603175	0.8133333	0.7638889	0.292	0.182	0.278	0.194	0.026	0.051	16	0	19	0	NA	0.675802877661411	0.352930413386162
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.5897436	0.6294643	0.5966817	0.618254	0.7866667	0.3333333	0.08	0.055	0.039	0.035	0.049	0.869	16	0	18	1	0.283260628088936	0.239738233269251	0.354240411699364
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.6818182	0.5758929	0.6561086	0.5452381	0.68	0.4583333	0.002	0.18	0.001	0.275	0.118	0.619	15	1	15	4	0.147932152047134	0.0829125211396258	0.354558020160373
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.5879953	0.5379464	0.6506787	0.6095238	0.5333333	0.5555556	0.093	0.326	0.005	0.05	0.43	0.392	16	0	18	1	0.283260628088936	0.50682320663669	0.354617084046895
KEGG_CELL_CYCLE	0.8155594	0.5206473	0.7288084	0.5150794	0.7866667	0.625	0.001	0.401	0.001	0.424	0.033	0.21	10	6	11	8	0.441559824471571	0.311947307116847	0.354903494740509
KEGG_HUNTINGTONS_DISEASE	0.6491841	0.5837054	0.641629	0.5055556	0.8133333	0.8472222	0.009	0.155	0.007	0.448	0.016	0.015	8	8	13	6	0.999999002165685	0.598757529164213	0.357166439837902
